auto_transient	compound	isproduct	rclass	reaction	stoichn	stoichn_corr
False	C00857	False	True	R00257	1	1
False	C00064	False	True	R00257	1	1
False	C00001	False	False	R00257	1	1
False	C00020	True	False	R00257	1	1
False	C00013	True	False	R00257	1	1
False	C00003	True	True	R00257	1	1
False	C00025	True	True	R00257	1	1
False	C00041	False	True	R00258	1	1
False	C00026	False	True	R00258	1	1
False	C00022	True	True	R00258	1	1
False	C00025	True	True	R00258	1	1
False	C00024	False	True	R00259	1	1
False	C00025	False	True	R00259	1	1
False	C00010	True	True	R00259	1	1
False	C00624	True	True	R00259	1	1
False	C00025	False	True	R00260	1	1
False	C00217	True	True	R00260	1	1
False	C00025	False	True	R00261	1	1
False	C00334	True	True	R00261	1	1
False	C00011	True	False	R00261	1	1
False	C03618	False	True	R00262	1	1
False	C00025	True	True	R00262	1	1
False	C00433	False	True	R00264	1	1
False	C00006	False	True	R00264	1	1
False	C00001	False	False	R00264	1	1
False	C00026	True	True	R00264	1	1
False	C00005	True	True	R00264	1	1
False	C00080	True	False	R00264	1	1
False	C00026	False	True	R00265	1	1
False	C00010	False	True	R00265	1	1
False	C00006	False	True	R00265	1	1
False	C00091	True	True	R00265	1	1
False	C00011	True	False	R00265	1	1
False	C00005	True	True	R00265	1	1
False	C00080	True	False	R00265	1	1
False	C00311	False	True	R00267	1	1
False	C00006	False	True	R00267	1	1
False	C00026	True	True	R00267	1	1
False	C00011	True	True	R00267	1	1
False	C00005	True	True	R00267	1	1
False	C00080	True	False	R00267	1	1
False	C05379	False	True	R00268	1	1
False	C00026	True	True	R00268	1	1
False	C00011	True	False	R00268	1	1
False	C00940	False	True	R00269	1	1
False	C00001	False	False	R00269	1	1
False	C00026	True	True	R00269	1	1
False	C00014	True	False	R00269	1	1
False	C00024	False	True	R00271	1	1
False	C00001	False	False	R00271	1	1
False	C00026	False	True	R00271	1	1
False	C01251	True	True	R00271	1	1
False	C00010	True	True	R00271	1	1
False	C00026	False	True	R00272	1	1
False	C00232	True	True	R00272	1	1
False	C00011	True	False	R00272	1	1
False	C00209	False	True	R00273	1	1
False	C00007	False	True	R00273	1	1
False	C00027	True	True	R00273	1	1
False	C00011	True	True	R00273	2	2
False	C00027	False	False	R00274	1	1
False	C00051	False	True	R00274	2	2
False	C00127	True	True	R00274	1	1
False	C00001	True	False	R00274	2	2
False	C00704	False	False	R00275	2	2
False	C00080	False	False	R00275	2	2
False	C00027	True	False	R00275	1	1
False	C00007	True	False	R00275	1	1
False	C00647	False	True	R00277	1	1
False	C00001	False	False	R00277	1	1
False	C00007	False	True	R00277	1	1
False	C00018	True	True	R00277	1	1
False	C00014	True	False	R00277	1	1
False	C00027	True	True	R00277	1	1
False	C00627	False	True	R00278	1	1
False	C00007	False	True	R00278	1	1
False	C00027	True	True	R00278	1	1
False	C00018	True	True	R00278	1	1
False	C00217	False	True	R00279	1	1
False	C00001	False	False	R00279	1	1
False	C00007	False	True	R00279	1	1
False	C00026	True	True	R00279	1	1
False	C00014	True	False	R00279	1	1
False	C00027	True	True	R00279	1	1
False	C00028	False	False	R00280	1	1
False	C00533	False	True	R00280	2	2
False	C00001	False	False	R00280	2	2
False	C00030	True	False	R00280	1	1
False	C00088	True	True	R00280	2	2
False	C00028	False	False	R00282	1	1
False	C00005	False	True	R00282	1	1
False	C00080	False	False	R00282	1	1
False	C00030	True	False	R00282	1	1
False	C00006	True	True	R00282	1	1
False	C00028	False	False	R00283	1	1
False	C00014	False	True	R00283	1	1
True	C00001	False	False	R00283	1	0
False	C00009	False	False	R00283	2	2
False	C00008	False	True	R00283	2	2
False	C00192	True	True	R00283	1	1
False	C00030	True	False	R00283	1	1
False	C00002	True	True	R00283	2	2
True	C00001	True	False	R00283	2	1
False	C00028	False	False	R00284	1	1
False	C00014	False	True	R00284	1	1
False	C00001	False	False	R00284	1	1
False	C00192	True	True	R00284	1	1
False	C00030	True	False	R00284	1	1
False	C00029	False	True	R00286	1	1
False	C00001	False	False	R00286	1	1
False	C00003	False	True	R00286	2	2
False	C00167	True	True	R00286	1	1
False	C00004	True	True	R00286	2	2
False	C00080	True	False	R00286	2	2
False	C00029	False	True	R00287	1	1
False	C00001	False	False	R00287	1	1
False	C00105	True	False	R00287	1	1
False	C00103	True	True	R00287	1	1
False	C00075	False	False	R00289	1	1
False	C00103	False	True	R00289	1	1
False	C00013	True	False	R00289	1	1
False	C00029	True	True	R00289	1	1
False	C00029	False	True	R00291	1	1
False	C00052	True	True	R00291	1	1
False	C00029	False	True	R00292	1	1
True	C00718	False	False	R00292	1	0
False	C00015	True	True	R00292	1	1
True	C00718	True	False	R00292	1	0
False	C00029	False	True	R00293	1	1
False	C04089	True	True	R00293	1	1
False	C00001	True	False	R00293	1	1
False	C00533	False	True	R00294	2	2
False	C00126	False	True	R00294	2	2
False	C00080	False	False	R00294	2	2
False	C00887	True	True	R00294	1	1
False	C00125	True	True	R00294	2	2
False	C00001	True	False	R00294	1	1
False	C01861	False	False	R00295	1	1
False	C01328	False	False	R00295	1	1
False	C00028	False	False	R00295	1	1
False	C00001	False	False	R00295	2	2
False	C00030	True	False	R00295	1	1
False	C11481	True	False	R00295	3	3
False	C00256	False	True	R00297	1	1
False	C00028	False	False	R00297	1	1
False	C00022	True	True	R00297	1	1
False	C00030	True	False	R00297	1	1
False	C03196	False	True	R00298	1	1
False	C00028	False	False	R00298	1	1
False	C00026	True	True	R00298	1	1
False	C00030	True	False	R00298	1	1
False	C00002	False	True	R00299	1	1
False	C00031	False	True	R00299	1	1
False	C00008	True	True	R00299	1	1
False	C00092	True	True	R00299	1	1
False	C00031	False	True	R00300	1	1
False	C00003	False	True	R00300	1	1
False	C00198	True	True	R00300	1	1
False	C00004	True	True	R00300	1	1
False	C00080	True	False	R00300	1	1
False	C00031	False	True	R00301	1	1
False	C00006	False	True	R00301	1	1
False	C03107	True	True	R00301	1	1
False	C00005	True	True	R00301	1	1
False	C00080	True	False	R00301	1	1
False	C00031	False	True	R00302	1	1
False	C00007	False	True	R00302	1	1
False	C02779	True	True	R00302	1	1
False	C00027	True	True	R00302	1	1
False	C00092	False	True	R00303	1	1
False	C00001	False	False	R00303	1	1
False	C00031	True	True	R00303	1	1
False	C00009	True	False	R00303	1	1
False	C00103	False	True	R00304	1	1
False	C00001	False	False	R00304	1	1
False	C00031	True	True	R00304	1	1
False	C00009	True	False	R00304	1	1
False	C00031	False	True	R00305	1	1
False	C15602	False	False	R00305	1	1
False	C00198	True	True	R00305	1	1
False	C15603	True	False	R00305	1	1
False	C00185	False	True	R00306	1	1
False	C00001	False	False	R00306	1	1
False	C00031	True	True	R00306	2	2
False	C00031	False	True	R00307	1	1
False	C00095	True	True	R00307	1	1
True	C00965	False	True	R00308	1	0
False	C00001	False	False	R00308	1	1
False	C00031	True	True	R00308	1	1
True	C00965	True	True	R00308	1	0
False	C02191	False	True	R00310	1	1
False	C14818	False	False	R00310	1	1
False	C00032	True	True	R00310	1	1
False	C00080	True	False	R00310	2	2
False	C00032	False	True	R00311	1	1
False	C03024	False	False	R00311	3	3
False	C00007	False	False	R00311	3	3
False	C00500	True	True	R00311	1	1
False	C00237	True	False	R00311	1	1
False	C14818	True	False	R00311	1	1
False	C03161	True	False	R00311	3	3
False	C00001	True	False	R00311	3	3
False	C00002	False	True	R00315	1	1
False	C00033	False	True	R00315	1	1
False	C00008	True	True	R00315	1	1
False	C00227	True	True	R00315	1	1
False	C00002	False	False	R00316	1	1
False	C00033	False	True	R00316	1	1
False	C00013	True	False	R00316	1	1
False	C05993	True	True	R00316	1	1
False	C00227	False	True	R00317	1	1
False	C00001	False	False	R00317	1	1
False	C00033	True	True	R00317	1	1
False	C00009	True	False	R00317	1	1
False	C05682	False	True	R00318	1	1
False	C00001	False	False	R00318	1	1
False	C00033	True	True	R00318	1	1
False	C00009	True	False	R00318	1	1
False	C00186	False	True	R00319	1	1
False	C00007	False	False	R00319	1	1
False	C00033	True	True	R00319	1	1
False	C00011	True	False	R00319	1	1
False	C00001	True	False	R00319	1	1
False	C00013	False	False	R00320	1	1
False	C00033	False	True	R00320	1	1
False	C00009	True	False	R00320	1	1
False	C00227	True	True	R00320	1	1
False	C06244	False	True	R00321	1	1
False	C00001	False	False	R00321	1	1
False	C00033	True	True	R00321	1	1
False	C00014	True	False	R00321	1	1
False	C05993	False	True	R00322	1	1
False	C00001	False	False	R00322	1	1
False	C00020	True	True	R00322	1	1
False	C00033	True	True	R00322	1	1
False	C02132	False	True	R00324	1	1
False	C00001	False	False	R00324	1	1
False	C00033	True	True	R00324	1	1
False	C00022	True	True	R00324	1	1
False	C02614	False	True	R00325	1	1
False	C00033	True	True	R00325	1	1
False	C00022	True	True	R00325	1	1
False	C00084	False	True	R00326	1	1
False	C00028	False	False	R00326	1	1
False	C00001	False	False	R00326	1	1
False	C00033	True	True	R00326	1	1
False	C00030	True	False	R00326	1	1
False	C02655	False	True	R00327	1	1
False	C00001	False	False	R00327	1	1
False	C00031	True	True	R00327	1	1
False	C00033	True	True	R00327	1	1
False	C00035	False	True	R00328	1	1
False	C00001	False	False	R00328	1	1
False	C00144	True	True	R00328	1	1
False	C00009	True	False	R00328	1	1
False	C00454	False	False	R00329	1	1
False	C00001	False	False	R00329	1	1
False	C00215	True	False	R00329	1	1
False	C00009	True	False	R00329	1	1
False	C00002	False	True	R00330	1	1
False	C00035	False	False	R00330	1	1
False	C00008	True	True	R00330	1	1
False	C00044	True	False	R00330	1	1
False	C00002	False	True	R00331	1	1
False	C00454	False	False	R00331	1	1
False	C00008	True	True	R00331	1	1
False	C00201	True	False	R00331	1	1
False	C00002	False	True	R00332	1	1
False	C00144	False	False	R00332	1	1
False	C00008	True	True	R00332	1	1
False	C00035	True	False	R00332	1	1
False	C00201	False	False	R00333	1	1
False	C00020	False	True	R00333	1	1
False	C00454	True	False	R00333	1	1
False	C00008	True	True	R00333	1	1
False	C00002	False	True	R00334	1	1
False	C01329	False	False	R00334	1	1
False	C00008	True	True	R00334	1	1
False	C00454	True	False	R00334	1	1
False	C01228	False	True	R00336	1	1
False	C00001	False	False	R00336	1	1
False	C00035	True	True	R00336	1	1
False	C00013	True	False	R00336	1	1
False	C00394	False	True	R00337	1	1
False	C00001	False	False	R00337	1	1
False	C00035	True	True	R00337	1	1
False	C00031	True	True	R00337	1	1
False	C00036	False	True	R00338	1	1
False	C00001	False	False	R00338	1	1
False	C00209	True	True	R00338	1	1
False	C00033	True	True	R00338	1	1
False	C00898	False	True	R00339	1	1
False	C00036	True	True	R00339	1	1
False	C00001	True	False	R00339	1	1
False	C02107	False	True	R00340	1	1
False	C00036	True	True	R00340	1	1
False	C00001	True	False	R00340	1	1
False	C00002	False	True	R00341	1	1
False	C00036	False	True	R00341	1	1
False	C00008	True	True	R00341	1	1
False	C00074	True	True	R00341	1	1
False	C00011	True	False	R00341	1	1
False	C00149	False	True	R00342	1	1
False	C00003	False	True	R00342	1	1
False	C00036	True	True	R00342	1	1
False	C00004	True	True	R00342	1	1
False	C00080	True	False	R00342	1	1
False	C00149	False	True	R00343	1	1
False	C00006	False	True	R00343	1	1
False	C00036	True	True	R00343	1	1
False	C00005	True	True	R00343	1	1
False	C00080	True	False	R00343	1	1
False	C00002	False	True	R00344	1	1
False	C00022	False	True	R00344	1	1
False	C00288	False	True	R00344	1	1
False	C00008	True	True	R00344	1	1
False	C00009	True	False	R00344	1	1
False	C00036	True	True	R00344	1	1
False	C00009	False	False	R00345	1	1
False	C00036	False	True	R00345	1	1
False	C00001	True	False	R00345	1	1
False	C00074	True	True	R00345	1	1
False	C00011	True	False	R00345	1	1
False	C00013	False	False	R00346	1	1
False	C00036	False	True	R00346	1	1
False	C00009	True	False	R00346	1	1
False	C00074	True	True	R00346	1	1
False	C00011	True	False	R00346	1	1
False	C03961	False	True	R00347	1	1
False	C00036	True	True	R00347	1	1
False	C00014	True	False	R00347	1	1
False	C02362	False	True	R00348	1	1
False	C00001	False	False	R00348	1	1
False	C00036	True	True	R00348	1	1
False	C00014	True	False	R00348	1	1
False	C04115	False	True	R00350	1	1
False	C00036	True	True	R00350	1	1
False	C00022	True	True	R00350	1	1
False	C00158	False	True	R00351	1	1
False	C00010	False	True	R00351	1	1
False	C00024	True	True	R00351	1	1
False	C00001	True	False	R00351	1	1
False	C00036	True	True	R00351	1	1
False	C00002	False	True	R00352	1	1
False	C00158	False	True	R00352	1	1
False	C00010	False	True	R00352	1	1
False	C00008	True	True	R00352	1	1
False	C00009	True	False	R00352	1	1
False	C00024	True	True	R00352	1	1
False	C00036	True	True	R00352	1	1
False	C00083	False	False	R00353	1	1
False	C00022	False	True	R00353	1	1
False	C00024	True	False	R00353	1	1
False	C00036	True	True	R00353	1	1
False	C00566	False	True	R00354	1	1
False	C00024	True	True	R00354	1	1
False	C00036	True	True	R00354	1	1
False	C00049	False	False	R00355	1	1
False	C00026	False	True	R00355	1	1
False	C00036	True	False	R00355	1	1
False	C00025	True	True	R00355	1	1
False	C00049	False	True	R00357	1	1
False	C00001	False	False	R00357	1	1
False	C00007	False	True	R00357	1	1
False	C00036	True	True	R00357	1	1
False	C00014	True	True	R00357	1	1
False	C00027	True	True	R00357	1	1
False	C00402	False	True	R00359	1	1
False	C00001	False	False	R00359	1	1
False	C00007	False	True	R00359	1	1
False	C00036	True	True	R00359	1	1
False	C00014	True	False	R00359	1	1
False	C00027	True	True	R00359	1	1
False	C00149	False	True	R00360	1	1
False	C00007	False	True	R00360	1	1
False	C00036	True	True	R00360	1	1
False	C00027	True	True	R00360	1	1
False	C00149	False	True	R00361	1	1
False	C15602	False	False	R00361	1	1
False	C00036	True	True	R00361	1	1
False	C15603	True	False	R00361	1	1
False	C00158	False	True	R00362	1	1
False	C00033	True	True	R00362	1	1
False	C00036	True	True	R00362	1	1
False	C00036	False	True	R00363	1	1
False	C03981	True	True	R00363	1	1
False	C00037	False	True	R00364	1	1
False	C00001	False	False	R00364	1	1
False	C00125	False	True	R00364	2	2
False	C00048	True	True	R00364	1	1
False	C00014	True	True	R00364	1	1
False	C00126	True	True	R00364	2	2
False	C00080	True	False	R00364	2	2
False	C00037	False	True	R00365	1	1
False	C00001	False	False	R00365	1	1
False	C00003	False	True	R00365	1	1
False	C00048	True	True	R00365	1	1
False	C00014	True	True	R00365	1	1
False	C00004	True	True	R00365	1	1
False	C00080	True	False	R00365	1	1
False	C00037	False	True	R00366	1	1
False	C00001	False	False	R00366	1	1
False	C00007	False	True	R00366	1	1
False	C00048	True	True	R00366	1	1
False	C00014	True	True	R00366	1	1
False	C00027	True	True	R00366	1	1
False	C00019	False	True	R00367	1	1
False	C00037	False	True	R00367	1	1
False	C00021	True	True	R00367	1	1
False	C00213	True	True	R00367	1	1
False	C03790	False	True	R00368	1	1
False	C00003	False	True	R00368	1	1
False	C00001	False	False	R00368	1	1
False	C00037	True	True	R00368	1	1
False	C00022	True	True	R00368	1	1
False	C00004	True	True	R00368	1	1
False	C00080	True	False	R00368	1	1
False	C00041	False	True	R00369	1	1
False	C00048	False	True	R00369	1	1
False	C00022	True	True	R00369	1	1
False	C00037	True	True	R00369	1	1
False	C00024	False	True	R00371	1	1
False	C00037	False	True	R00371	1	1
False	C00010	True	True	R00371	1	1
False	C03508	True	True	R00371	1	1
False	C00037	False	True	R00372	1	1
False	C00026	False	True	R00372	1	1
False	C00048	True	True	R00372	1	1
False	C00025	True	True	R00372	1	1
False	C00037	False	True	R00373	1	1
False	C00036	False	True	R00373	1	1
False	C00048	True	True	R00373	1	1
False	C00049	True	True	R00373	1	1
False	C00037	False	True	R00374	1	1
False	C00028	False	False	R00374	2	2
False	C00177	True	True	R00374	1	1
False	C00011	True	False	R00374	1	1
False	C00030	True	False	R00374	2	2
False	C00080	True	False	R00374	1	1
False	C00131	False	True	R00375	1	1
True	C00039	False	True	R00375	1	0
False	C00013	True	False	R00375	1	1
True	C00039	True	True	R00375	1	0
False	C00286	False	True	R00376	1	1
True	C00039	False	True	R00376	1	0
False	C00013	True	False	R00376	1	1
True	C00039	True	True	R00376	1	0
False	C00458	False	True	R00377	1	1
True	C00039	False	True	R00377	1	0
False	C00013	True	False	R00377	1	1
True	C00039	True	True	R00377	1	0
False	C00459	False	True	R00378	1	1
True	C00039	False	True	R00378	1	0
False	C00013	True	False	R00378	1	1
True	C00039	True	True	R00378	1	0
False	C00677	False	False	R00379	1	1
True	C00039	False	False	R00379	n	0
False	C00013	True	False	R00379	1	1
True	C00039	True	False	R00379	n+1	1
False	C00019	False	False	R00380	1	1
False	C00039	False	False	R00380	1	1
False	C00021	True	False	R00380	1	1
False	C02967	True	False	R00380	1	1
False	C00002	False	False	R00381	1	1
True	C00039	False	True	R00381	n	0
False	C02128	False	True	R00381	m	m
False	C00020	True	False	R00381	1	1
False	C00013	True	False	R00381	1	1
True	C00039	True	True	R00381	n+m	m
False	C00003	False	True	R00382	1	1
True	C00039	False	True	R00382	n	0
False	C02128	False	True	R00382	m	m
False	C00020	True	True	R00382	1	1
False	C00455	True	False	R00382	1	1
True	C00039	True	True	R00382	n+m	m
False	C00040	False	True	R00383	1	1
False	C00001	False	False	R00383	1	1
False	C00010	True	True	R00383	1	1
False	C00060	True	True	R00383	1	1
False	C00040	False	False	R00384	1	1
False	C00003	False	True	R00384	1	1
False	C00658	True	False	R00384	1	1
False	C00004	True	True	R00384	1	1
False	C00080	True	False	R00384	1	1
False	C00040	False	False	R00385	1	1
False	C00006	False	True	R00385	1	1
False	C00605	True	False	R00385	1	1
False	C00005	True	True	R00385	1	1
False	C00080	True	False	R00385	1	1
False	C00040	False	False	R00387	1	1
False	C00006	False	True	R00387	1	1
False	C01122	True	False	R00387	1	1
False	C00005	True	True	R00387	1	1
False	C00080	True	False	R00387	1	1
False	C00040	False	False	R00388	1	1
False	C00007	False	True	R00388	1	1
False	C00658	True	False	R00388	1	1
False	C00027	True	True	R00388	1	1
False	C00002	False	False	R00389	1	1
False	C21925	False	True	R00389	1	1
False	C00010	False	True	R00389	1	1
False	C00020	True	False	R00389	1	1
False	C00013	True	False	R00389	1	1
False	C21926	True	True	R00389	1	1
False	C00002	False	False	R00390	1	1
False	C00638	False	False	R00390	1	1
False	C00010	False	True	R00390	1	1
False	C00020	True	False	R00390	1	1
False	C00013	True	False	R00390	1	1
False	C02843	True	True	R00390	1	1
False	C00040	False	True	R00391	1	1
False	C00024	False	True	R00391	1	1
False	C00010	True	True	R00391	1	1
False	C00264	True	True	R00391	1	1
False	C00040	False	False	R00392	1	1
False	C04253	False	False	R00392	1	1
False	C00605	True	False	R00392	1	1
False	C04570	True	False	R00392	1	1
False	C00040	False	True	R00393	1	1
False	C00033	False	True	R00393	1	1
False	C02403	True	True	R00393	1	1
False	C00024	True	True	R00393	1	1
